accuracy,precision,sensitivity_recall,specificity,TN,FP,FN,TP,i
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.01
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.02
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.03
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.04
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.05
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.060000000000000005
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.07
0.559322033898305,0.559322033898305,1.0,0.13333333333333333,4,26,0,29,0.08
0.576271186440678,0.576271186440678,1.0,0.16666666666666666,5,25,0,29,0.09
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.09999999999999999
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.10999999999999999
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.11999999999999998
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.12999999999999998
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.13999999999999999
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.15
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.16
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.17
0.5932203389830508,0.5932203389830508,1.0,0.2,6,24,0,29,0.18000000000000002
0.6101694915254238,0.6101694915254238,1.0,0.23333333333333334,7,23,0,29,0.19000000000000003
0.6271186440677966,0.6271186440677966,1.0,0.26666666666666666,8,22,0,29,0.20000000000000004
0.6271186440677966,0.6271186440677966,1.0,0.26666666666666666,8,22,0,29,0.21000000000000005
0.6610169491525424,0.6610169491525424,1.0,0.3333333333333333,10,20,0,29,0.22000000000000006
0.6610169491525424,0.6610169491525424,1.0,0.3333333333333333,10,20,0,29,0.23000000000000007
0.6610169491525424,0.6610169491525424,1.0,0.3333333333333333,10,20,0,29,0.24000000000000007
0.6610169491525424,0.6610169491525424,1.0,0.3333333333333333,10,20,0,29,0.25000000000000006
0.6779661016949152,0.6779661016949152,1.0,0.36666666666666664,11,19,0,29,0.26000000000000006
0.6779661016949152,0.6779661016949152,1.0,0.36666666666666664,11,19,0,29,0.2700000000000001
0.6779661016949152,0.6779661016949152,1.0,0.36666666666666664,11,19,0,29,0.2800000000000001
0.6779661016949152,0.6779661016949152,1.0,0.36666666666666664,11,19,0,29,0.2900000000000001
0.6779661016949152,0.6779661016949152,1.0,0.36666666666666664,11,19,0,29,0.3000000000000001
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.3100000000000001
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.3200000000000001
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.3300000000000001
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.34000000000000014
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.35000000000000014
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.36000000000000015
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.37000000000000016
0.6949152542372882,0.6949152542372882,1.0,0.4,12,18,0,29,0.38000000000000017
0.711864406779661,0.711864406779661,1.0,0.43333333333333335,13,17,0,29,0.3900000000000002
0.7288135593220338,0.7288135593220338,1.0,0.4666666666666667,14,16,0,29,0.4000000000000002
0.7288135593220338,0.7288135593220338,1.0,0.4666666666666667,14,16,0,29,0.4100000000000002
0.7288135593220338,0.7288135593220338,1.0,0.4666666666666667,14,16,0,29,0.4200000000000002
0.7288135593220338,0.7288135593220338,1.0,0.4666666666666667,14,16,0,29,0.4300000000000002
0.7457627118644068,0.7457627118644068,1.0,0.5,15,15,0,29,0.4400000000000002
0.7457627118644068,0.7457627118644068,1.0,0.5,15,15,0,29,0.45000000000000023
0.7627118644067796,0.7627118644067796,1.0,0.5333333333333333,16,14,0,29,0.46000000000000024
0.7796610169491526,0.7796610169491526,1.0,0.5666666666666667,17,13,0,29,0.47000000000000025
0.7627118644067796,0.7627118644067796,0.9655172413793104,0.5666666666666667,17,13,1,28,0.48000000000000026
0.7627118644067796,0.7627118644067796,0.9655172413793104,0.5666666666666667,17,13,1,28,0.49000000000000027
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5000000000000002
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5100000000000002
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5200000000000002
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5300000000000002
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5400000000000003
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5500000000000003
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5600000000000003
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5700000000000003
0.7796610169491526,0.7796610169491526,0.9655172413793104,0.6,18,12,1,28,0.5800000000000003
0.7966101694915254,0.7966101694915254,0.9655172413793104,0.6333333333333333,19,11,1,28,0.5900000000000003
0.8135593220338984,0.8135593220338984,0.9655172413793104,0.6666666666666666,20,10,1,28,0.6000000000000003
