accuracy,precision,sensitivity_recall,specificity,TN,FP,FN,TP,i
0.5,0.5,1.0,0.0,0,270,0,270,-1e-08
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.00999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.01999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.029999989999999997
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.03999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.04999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.059999989999999996
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.06999999000000001
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.07999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.08999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.09999999000000001
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.10999999
0.6462962962962963,0.6462962962962963,1.0,0.29259259259259257,79,191,0,270,0.11999999
0.6481481481481481,0.6481481481481481,1.0,0.2962962962962963,80,190,0,270,0.12999999
0.6481481481481481,0.6481481481481481,1.0,0.2962962962962963,80,190,0,270,0.13999999000000002
0.6518518518518519,0.6518518518518519,1.0,0.3037037037037037,82,188,0,270,0.14999999
0.6518518518518519,0.6518518518518519,1.0,0.3037037037037037,82,188,0,270,0.15999999
0.6574074074074074,0.6574074074074074,1.0,0.3148148148148148,85,185,0,270,0.16999999000000002
0.6574074074074074,0.6574074074074074,1.0,0.3148148148148148,85,185,0,270,0.17999999
0.6574074074074074,0.6574074074074074,1.0,0.3148148148148148,85,185,0,270,0.18999999
0.6574074074074074,0.6574074074074074,1.0,0.3148148148148148,85,185,0,270,0.19999999000000002
0.6777777777777778,0.6777777777777778,1.0,0.35555555555555557,96,174,0,270,0.20999999
0.6777777777777778,0.6777777777777778,1.0,0.35555555555555557,96,174,0,270,0.21999999
0.6777777777777778,0.6777777777777778,1.0,0.35555555555555557,96,174,0,270,0.22999999000000002
0.6777777777777778,0.6777777777777778,1.0,0.35555555555555557,96,174,0,270,0.23999999
0.6777777777777778,0.6777777777777778,1.0,0.35555555555555557,96,174,0,270,0.24999999
0.7148148148148148,0.7148148148148148,1.0,0.42962962962962964,116,154,0,270,0.25999999
0.7148148148148148,0.7148148148148148,1.0,0.42962962962962964,116,154,0,270,0.26999999
0.7148148148148148,0.7148148148148148,1.0,0.42962962962962964,116,154,0,270,0.27999999000000003
0.7166666666666667,0.7166666666666667,1.0,0.43333333333333335,117,153,0,270,0.28999999
0.7166666666666667,0.7166666666666667,1.0,0.43333333333333335,117,153,0,270,0.29999999
0.7166666666666667,0.7166666666666667,1.0,0.43333333333333335,117,153,0,270,0.30999999
0.7166666666666667,0.7166666666666667,1.0,0.43333333333333335,117,153,0,270,0.31999999
0.7166666666666667,0.7166666666666667,1.0,0.43333333333333335,117,153,0,270,0.32999999
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.33999999000000003
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.34999999000000004
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.35999999
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.36999999
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.37999999
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.38999999
0.7351851851851852,0.7351851851851852,1.0,0.4703703703703704,127,143,0,270,0.39999999
0.75,0.75,1.0,0.5,135,135,0,270,0.40999999000000004
0.75,0.75,1.0,0.5,135,135,0,270,0.41999999
0.75,0.75,1.0,0.5,135,135,0,270,0.42999999
0.75,0.75,1.0,0.5,135,135,0,270,0.43999999
0.75,0.75,1.0,0.5,135,135,0,270,0.44999999
0.75,0.75,1.0,0.5,135,135,0,270,0.45999999
0.75,0.75,1.0,0.5,135,135,0,270,0.46999999000000003
0.75,0.75,1.0,0.5,135,135,0,270,0.47999999
0.75,0.75,1.0,0.5,135,135,0,270,0.48999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.49999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.50999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.51999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.52999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.53999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.54999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.55999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.56999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.5799999899999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.5899999899999999
0.7944444444444444,0.7944444444444444,1.0,0.5888888888888889,159,111,0,270,0.5999999899999999
0.8148148148148148,0.8148148148148148,1.0,0.6296296296296297,170,100,0,270,0.6099999899999999
0.8148148148148148,0.8148148148148148,1.0,0.6296296296296297,170,100,0,270,0.61999999
